city_id,latitude,longitude,city,country
PHIWI95s,8.751244,45.78964,Bodio Lomnago,Italy
92pBavpH,-0.726625,52.669563,Oakham,United Kingdom
eNCde6Ag,-64.499214,-31.420782,Villa Carlos Paz,Argentina
b7MKeAYB,7.034666,49.157394,Kleinblittersdorf,Germany
hwHSyh9T,18.582687,48.77884,Bojnice,Slovakia
gh1DnOVS,8.05834,45.562885,Biella,Italy
6kWJDkw0,-116.67418,33.555267,Anza CA,United States
Kdgo7fex,-46.461708,-23.668163,Mauá SP,Brazil
aYMJOG8W,6.2010593,52.200146,Gorssel,Netherlands
1jAkG2vE,-96.99779,32.745964,Grand Prairie TX,United States
AE6t3Fou,-45.007076,-22.663015,Cachoeira Paulista SP,Brazil
nXTibUMv,-66.64641,18.444246,Arecibo,Puerto Rico
nbrZubK9,17.662764,49.224438,Zlín,Czechia
YLqkIxhd,147.32382,-42.881905,Hobart,Australia
7LEF1ZeF,-0.4666546,52.13597,Bedford,United Kingdom
TFdRXaIC,14.106747,50.141697,Kladno,Czechia
6lbGlnG1,3.7174244,51.05434,Ghent,Belgium
JtVrJhWN,5.711944,50.75722,Moelingen,Belgium
8wywoXcm,-1.626916,47.56475,Nozay,France
8sVIiNwy,-47.273273,-22.820904,Sumaré SP,Brazil
Gho2DhUg,20.718206,-33.907608,Barrydale,South Africa
oHjzgFWu,-110.95592,29.072968,Hermosillo,Mexico
2cCPtPgW,-117.185295,33.697147,Menifee CA,United States
ACkutBKD,1.14822,52.056736,Ipswich,United Kingdom
d3Cn7MBq,8.914248,45.59834,Legnano,Italy
k4SuZ0AW,20.552654,46.863564,Szarvas,Hungary
a9CKl8F7,14.381239,41.0367,Maddaloni,Italy
yBnWcBr7,13.373637,49.73843,Pilsen,Czechia
jllLXdBQ,4.4385977,52.12379,Voorschoten,Netherlands
nxCy0eWZ,-3.72764,53.293182,Colwyn Bay,United Kingdom
dOqTj81h,6.076959,51.929443,Zevenaar,Netherlands
ZIILA7Ms,-119.649315,37.328,Oakhurst CA,United States
j4fdkIbv,-70.66199,42.61593,Gloucester MA,United States
rgyOc41H,-74.57516,39.33984,Linwood NJ,United States
mJwaBEfD,14.312224,46.63646,Klagenfurt,Austria
3sscmCQg,-47.810246,-21.170511,Ribeirão Preto SP,Brazil
Qinmked3,21.627312,47.531605,Debrecen,Hungary
NlaLE1xl,2.8214264,41.9794,Girona,Spain
LK1dOC8b,-73.705284,3.544831,Granada,Colombia
j6LHKrIO,7.334499,47.789642,Kingersheim,France
8dZP3lhV,-4.629179,55.458565,Ayr,United Kingdom
JtdRucXk,20.726944,44.66763,Grocka,Serbia
wo7YuVfU,-79.14225,37.413754,Lynchburg VA,United States
WTO0Yq5J,-110.76243,43.47993,Jackson WY,United States
0YOfE3xt,5.6173005,52.088257,Lunteren,Netherlands
5jyNE6No,-0.75,38.083332,Formentera del Segura,Spain
wMAA48En,16.306,38.33972,Gioiosa Ionica,Italy
7qrZi2mI,-38.28938,-7.9821906,Serra Talhada PE,Brazil
H4g5mxYS,-71.45479,42.99564,Manchester NH,United States
V5Ryr1S4,10.3157835,47.72857,Kempten,Germany
pIC_6Wrl,21.552792,41.34408,Prilep,North Macedonia
M75MCwe5,11.387862,45.388275,Lonigo,Italy
y5a9ELK1,-103.79995,40.25026,Fort Morgan CO,United States
3P8qYHbz,-45.966255,-23.298782,Jacareí SP,Brazil
z5cQ3FUj,24.860332,57.149563,Sigulda,Latvia
gihCqPWg,11.507966,46.28957,Tesero,Italy
mStFkiEs,14.968707,51.150627,Görlitz,Germany
mJ3XtgpB,-122.67648,45.523064,Portland OR,United States
D9cMLr3s,-117.73569,40.972958,Winnemucca NV,United States
opznVqxp,-116.55978,43.57882,Nampa ID,United States
m8UDOuiA,8.850995,47.25898,Rüti ZH,Switzerland
cn4q2JII,-8.164984,37.876057,Aljustrel,Portugal
00n3N8Tb,2.826145,49.417816,Compiègne,France
SPSXA9tK,-5.6611195,43.5322,Gijón,Spain
UMhsws15,149.71864,-34.754833,Goulburn,Australia
T6fDFFR7,-6.288596,36.52706,Cádiz,Spain
fE79h4zX,-4.160248,51.680885,Llanelli,United Kingdom
BAybPmHT,-16.251846,28.463629,Santa Cruz de Tenerife,Spain
DGyUIs4V,16.155863,43.86029,Drniš,Croatia
byUAduFI,10.925227,44.64713,Modena,Italy
h9dUK4Ex,-77.43605,37.540726,Richmond VA,United States
9dwel3SH,-108.21869,36.728058,Farmington NM,United States
AFc0ikCK,176.16513,-37.687798,Tauranga,New Zealand
l6e4VlWt,-79.99589,40.440624,Pittsburgh PA,United States
NuJxjur5,-1.597302,48.837578,Granville,France
SCJm1Dyh,1.261595,43.396206,Lavernose-Lacasse,France
Dd19hOd4,9.057645,48.521637,Tübingen,Germany
SLbczHys,28.465267,44.370144,Mihail Kogălniceanu,Romania
cB7AWmzN,4.8355947,51.176853,Herentals,Belgium
Uc9xerEO,-76.30551,40.037876,Lancaster PA,United States
mABHkuTS,11.354758,46.498295,Bolzano,Italy
_L1yhlVv,9.761663,45.671238,Brusaporto,Italy
ZzsWwmmu,-2.443821,53.100407,Crewe,United Kingdom
zQKyRwxP,8.946256,44.40565,Genoa,Italy
Dgpevdfi,-79.05585,35.9132,Chapel Hill NC,United States
ysj8dDPe,14.404916,67.28036,Bodø,Norway
MDoimCrK,25.406559,41.12244,Komotini,Greece
Oi6gFIma,4.321974,52.037697,Rijswijk,Netherlands
xV8bnaQw,-92.2896,34.74648,Little Rock AR,United States
7sFtQGkg,8.541694,47.37689,Zürich,Switzerland
zBHMVgSj,-93.26501,44.977753,Minneapolis MN,United States
bDVsvHXc,16.813074,45.177986,Kozarska Dubica,Bosnia and Herzegovina
HBAp7bAj,-79.55115,40.223682,Armbrust PA,United States
IpD4wMou,74.49767,15.849695,Belgaum,India
sUXRmg6g,6.1954618,52.140873,Zutphen,Netherlands
xhL5JkRC,-40.363697,-18.127003,Montanha ES,Brazil
rACMvv5b,74.56976,42.874622,Bishkek,Kyrgyzstan
L4AgnBMb,15.554015,38.193813,Messina,Italy
dnJWXB32,7.123782,46.79318,Villars-sur-Glâne,Switzerland
pCPPZIN7,16.925169,52.406376,Poznań,Poland
J8SBVAzl,-58.211296,-34.762,Berazategui,Argentina
ahcKaFOi,4.3570676,52.011578,Delft,Netherlands
LD7WsmBE,6.9655957,51.327316,Heiligenhaus,Germany
kytwU6a4,-77.61092,43.16103,Rochester NY,United States
Uf2ytSxG,-121.62192,39.759605,Paradise CA,United States
6zEdXIJs,-73.63769,4.151382,Villavicencio,Colombia
elV08pPZ,15.645882,46.55465,Maribor,Slovenia
hJf3BUHD,38.090458,44.562035,Gelendzhik,Russia
lkKDipwf,123.5056,13.320961,Polangui,Philippines
bRkSSL45,-82.46093,29.049143,Dunnellon FL,United States
BaJRKyE5,-111.85077,40.391617,Lehi UT,United States
aW6AFzaA,-72.91679,11.538415,Riohacha,Colombia
qciApEDz,19.706537,52.546345,Płock,Poland
g5pocE7T,-81.31166,43.887947,Wingham,Canada
y0MF82DH,5.651563,45.848537,Virieu-le-Grand,France
Ie5TsmQx,-8.24788,37.089073,Albufeira,Portugal
FZxlOdiE,-1.5750219,54.615627,Newton Aycliffe,United Kingdom
0JcGF13E,-70.255325,43.661472,Portland ME,United States
4wq7uZtI,-98.2979,26.05084,Reynosa,Mexico
1YwKm_k2,-48.37556,-23.080086,Pardinho SP,Brazil
hlzE6oYY,0.8949296,42.166916,Tremp,Spain
zmNh9TwE,39.222515,38.674816,Elâzığ,Turkey
6P291Jj3,-0.588054,44.802612,Talence,France
RfddgBhn,-47.29971,-23.263973,Itu SP,Brazil
XnKBFYCD,-16.711597,28.048906,Los Cristianos,Spain
ZA5JILpR,12.566082,45.630375,San Donà di Piave,Italy
_oNtSyBt,-155.59645,62.953506,McGrath AK,United States
c60F0BVx,17.065756,-22.56088,Windhoek,Namibia
vCyrtqJp,-112.84184,49.69349,Lethbridge,Canada
ZxZ5hbV5,6.565752,52.456753,Vroomshoop,Netherlands
jNHBD4tV,-7.3085747,54.996613,Londonderry,United Kingdom
y1yiU35L,44.665977,43.025234,Vladikavkaz,Russia
xvWT1Sn6,-122.25664,38.104088,Vallejo CA,United States
oEOK0huI,-78.66959,42.900326,Lancaster NY,United States
PBwlVJRX,-52.33759,-31.765398,Pelotas RS,Brazil
VDOKD6nZ,-96.69889,33.019722,Plano TX,United States
XEPJYd59,20.368574,45.38156,Zrenjanin,Serbia
8C8tgfK0,-45.436844,-21.556051,Varginha MG,Brazil
fB5JqX62,-80.29626,26.007765,Pembroke Pines FL,United States
ag1EgxhM,2.015255,48.52917,Dourdan,France
HvOwuECp,-74.75088,9.24085,Magangué,Colombia
odrJXobK,-85.85305,41.2381,Warsaw IN,United States
EGnXmLar,-73.391975,-37.80582,Cañete,Chile
7qT0caJi,4.7432384,52.895226,Julianadorp,Netherlands
OEkat7qi,0.8204726,41.1454,Falset,Spain
BiowYGuJ,57.768646,22.932901,Izki,Oman
hWwqIOWs,11.067998,60.794533,Hamar,Norway
dju8Bqlx,-67.02455,18.500341,Isabela,Puerto Rico
sKQjXkqf,-123.10593,44.63651,Albany OR,United States
08Oxc6zo,44.773827,41.787518,Tbilisi,Georgia
hHEcwGDZ,-79.69033,44.389355,Barrie,Canada
e8DA-EA0,12.627966,51.87398,Wittenberg,Germany
3OMAnMEB,39.712585,54.609543,Ryazan,Russia
8zU3sFRz,-3.0356748,53.817505,Blackpool,United Kingdom
Syvwqkct,39.46908,45.4606,Korenovsk,Russia
9jTUHilu,-0.7125608,38.26993,Elche,Spain
ATqSWd9h,-98.60366,31.89737,Comanche TX,United States
o9WiHkRv,49.41822,53.508526,Tolyatti,Russia
DP2rKA9c,-1.4746186,52.92253,Derby,United Kingdom
aAPbrIta,36.230385,49.9935,Kharkiv,Ukraine
ADpc8QAP,-68.88242,12.122422,Willemstad,Curaçao
tWIGXs29,109.89841,-7.3684993,Wonosobo,Indonesia
CrSUnsN2,21.678467,40.512997,Ptolemaida,Greece
Jv99BbDr,-118.25507,34.14251,Glendale CA,United States
ivQaXXkm,-53.81545,-29.68725,Santa Maria RS,Brazil
M0Cf7Ep5,6.1552167,52.266075,Deventer,Netherlands
9qtuwnMm,-82.739334,39.473396,Laurelville OH,United States
xVdAdwxb,-113.49093,53.544388,Edmonton,Canada
GTgG7wbc,12.3698635,50.079533,Cheb,Czechia
VyFI0lAf,-76.811325,2.452695,El Tambo,Colombia
hUXsbwmY,-121.17868,45.594566,The Dalles OR,United States
Ve-0_U4f,75.57861,11.758983,Panoor,India
hAIx7QPw,13.641147,37.626167,San Giovanni Gemini,Italy
7F6IKw28,178.45007,-18.12481,Suva,Fiji
6PkPyWp0,6.315907,51.078453,Erkelenz,Germany
k8rAFio8,3.9184978,51.650124,Zierikzee,Netherlands
iNvKeJz2,30.723309,46.482525,Odesa,Ukraine
7pIzU0GN,-83.291046,42.63892,Pontiac MI,United States
ewzuW535,15.895205,43.73502,Šibenik,Croatia
HW4Y9g7p,0.488736,51.576084,Basildon,United Kingdom
JKNhjiBH,-71.20948,43.585205,Wolfeboro NH,United States
F6wd1pIJ,7.216236,51.481846,Bochum,Germany
DTIORwoh,4.6702023,51.87034,Alblasserdam,Netherlands
DTo83pkk,3.0063136,39.699417,Llubí,Spain
MkEQwQNi,30.411955,54.50715,Orsha,Belarus
MXij1b7G,2.4086,48.6173,Courcouronnes,France
FgHd8lVM,12.26882,57.769485,Lerum,Sweden
NSuMyf4b,35.638924,33.9877,Jounieh,Lebanon
od8tR3-S,28.57415,43.815243,Mangalia,Romania
pHPTgRva,-100.389885,20.588793,Santiago de Querétaro,Mexico
lRtnK75c,15.940906,39.51655,Cetraro,Italy
BzZ6Bd6Z,5.4996295,50.58388,Seraing,Belgium
f3dDF6Mw,-73.98462,45.36639,Pincourt,Canada
4vpEeN3Q,-2.729673,53.34208,Runcorn,United Kingdom
0gg5UFhW,31.082272,-29.726881,Umhlanga,South Africa
CQmQChUU,-123.412575,43.122337,Winston OR,United States
n3izjpbE,0.55988073,51.55537,South Benfleet,United Kingdom
jMECJAuY,-111.65853,40.233845,Provo UT,United States
E2hKF4O0,-81.03481,34.00071,Columbia SC,United States
jAUpIlsL,-47.333702,-22.73782,Americana SP,Brazil
aFCID2H6,-2.715974,52.056396,Hereford,United Kingdom
q7DyNl1x,2.0349243,41.497116,Rubí,Spain
9i5gVZ72,-101.194984,19.70595,Morelia,Mexico
n4X0myqO,-70.669266,-33.44889,Santiago,Chile
mm6FTZgS,-76.60191,39.401497,Towson MD,United States
Agz2N9KF,98.672226,3.5951955,Medan,Indonesia
yE4CQZKD,21.010805,56.50467,Liepāja,Latvia
Jgd5oRcE,-9.18518,38.79537,Odivelas,Portugal
N38cU0t0,18.59377,54.29604,Borkowo,Poland
Qedi8hBK,150.15701,-33.482735,Lithgow,Australia
WBz0-yDB,20.801647,41.123096,Ohrid,North Macedonia
Yhz2zhtu,-87.90647,43.038902,Milwaukee WI,United States
43CubkJC,-86.406075,13.45742,Palacagüina,Nicaragua
JkYcyl3c,7.49754,43.774483,Menton,France
eBQHHwDw,-98.95483,18.812605,Cuautla,Mexico
sJxx9YJd,-53.564304,-25.410831,Santa Lúcia PR,Brazil
ayEFkuAo,-77.38323,44.162758,Belleville,Canada
mz3SgON4,-45.348473,-21.96787,Lambari MG,Brazil
qpqZ6Huq,28.037495,44.34067,Cernavodă,Romania
Dhw6S_DK,-75.811745,6.67745,Liborina,Colombia
CPJMaocV,-87.11117,37.771908,Owensboro KY,United States
rynVEXSM,10.6909275,44.598236,Scandiano,Italy
nogv_nHX,11.2594185,58.35948,Kungshamn,Sweden
Ix17IxKf,-47.208954,-23.08865,Indaiatuba SP,Brazil
A9AEOTcb,0.087806,51.767788,Harlow,United Kingdom
y9fLLenQ,8.286264,44.719376,Canelli,Italy
jhLM2UJr,-47.000893,-21.473967,Mococa SP,Brazil
kAuCpfEW,-125.27334,50.033123,Campbell River,Canada
WlQO7wRt,-54.267307,-28.300611,Santo Ângelo RS,Brazil
CWTzDJg6,-83.666954,49.68802,Hearst,Canada
AlUnwvpQ,16.58448,47.681664,Sopron,Hungary
zgeZo5ve,-49.37338,-28.67277,Criciúma SC,Brazil
2WjI4e7N,-6.656417,53.60555,Meath,Ireland
FWclPnKx,34.787384,32.015835,Holon,Israel
vVLF2h5L,-81.77106,46.265717,Espanola,Canada
ZAi0Oqt6,8.627335,39.53931,Guspini,Italy
1wI3IMA-,2.8207884,51.18511,Middelkerke,Belgium
IeVLmxBx,-96.91018,19.543776,Xalapa,Mexico
Uf3dHIcK,-76.6983,39.137054,Severn MD,United States
TDqFeU3T,23.753632,38.042606,Nea Ionia,Greece
LlVCpmns,5.05016,50.98965,Diest,Belgium
QEmuPN0L,57.293156,22.951017,Bahla,Oman
abKZRCEZ,-0.370797,43.2951,Pau,France
7sxFUG9q,-41.68878,-20.04405,Chalé MG,Brazil
lSXJpy-O,58.42443,54.858562,Yuryuzan,Russia
cfYnrZqK,-107.38314,35.0371,Laguna NM,United States
5TJWgfJJ,103.867744,1.3553793,Singapore,Singapore
klfqiZ3l,-75.52437,39.15817,Dover DE,United States
90Euidxm,20.628569,50.866077,Kielce,Poland
uyFK61aS,-56.16453,-34.90111,Montevideo,Uruguay
pn6au1xL,-104.83192,39.72943,Aurora CO,United States
pdPQdrMf,109.31492,55.627857,Severobaykalsk,Russia
jOGzMD4t,-61.501926,10.6549015,Port of Spain,Trinidad and Tobago
dgjGvgl1,-82.39401,34.85262,Greenville SC,United States
zAloDJKA,32.58117,0.34530115,Kampala,Uganda
5xJxBkHG,-41.880234,-21.20008,Itaperuna RJ,Brazil
JtImVWOJ,-15.617794,11.881656,Bissau,Guiné-Bissau
q4mTEmON,-121.95524,37.354107,Santa Clara CA,United States
vgZ3uWhu,-97.92977,38.060844,Hutchinson KS,United States
7dPiNUvb,-93.0693,45.05058,Vadnais Heights MN,United States
cvHtDYzb,-4.1005588,36.779922,Vélez-Málaga,Spain
O3qBo0vV,8.045701,47.390434,Aarau,Switzerland
D1UGrXXn,5.33248,50.93069,Hasselt,Belgium
Lx2KBpGB,-55.732117,-22.545996,Pedro Juan Caballero,Paraguay
fBzSZxBD,-80.30404,42.837265,Simcoe,Canada
k8AzQiFS,-75.913605,4.749762,Cartago,Colombia
ShO78WGQ,-117.6709,35.622456,Ridgecrest CA,United States
2Kg-u3Wg,-79.03588,43.172554,Lewiston NY,United States
Uu7EtsJT,-93.08996,44.9537,Saint Paul MN,United States
1RzdPXSQ,24.105186,56.94965,Riga,Latvia
WnYUP4wm,-56.6792,-36.686367,San Bernardo del Tuyú,Argentina
wGD9CgpW,1.898117,42.7878,Montaillou,France
gIpNtgaF,-86.49582,34.31815,Arab AL,United States
OOQ73VGu,-68.11929,-16.489689,La Paz,Bolivia
8bunoIha,12.285821,58.28349,Trollhättan,Sweden
b89GeOqX,-45.027985,-22.11237,São Lourenço MG,Brazil
RvvqB0xd,150.47833,-33.735558,Woodford,Australia
xWSx8Fjy,-75.125175,40.095943,Jenkintown PA,United States
lkPRyFDC,-96.685196,40.825764,Lincoln NE,United States
MCCIn4R7,-52.107643,-32.035385,Rio Grande RS,Brazil
a3iSV7mg,-1.147783,44.795452,Lège-Cap-Ferret,France
CXPiH0kM,5.233333,52.7,Stede Broec,Netherlands
YtgULUle,110.32554,-7.8748174,Bantul,Indonesia
RbXfOI0D,-88.41538,44.261932,Appleton WI,United States
9Xp0IPhx,21.33105,43.575756,Kruševac,Serbia
H64isEiM,17.661823,44.867867,Prnjavor,Bosnia and Herzegovina
ckt43Hd2,21.620684,37.592358,Krestena,Greece
NM4KXncU,-122.80807,40.698994,Lewiston CA,United States
IQBqO-mq,3.518332,50.357113,Valenciennes,France
0gHRNIDl,76.85125,43.222015,Almaty,Kazakhstan
ZFlezcUi,43.228428,50.064793,Mikhaylovka,Russia
zMnNopUK,-97.37171,37.2653,Wellington KS,United States
WkbZhskl,116.52117,-8.645259,Pancor,Indonesia
HM5LL1pm,5.579666,50.632557,Liège,Belgium
EGuUlcW9,2.583212,49.205166,Senlis,France
abfVwFgd,-72.9026,41.383877,Hamden CT,United States
bRtPD6na,-78.50849,45.046715,Haliburton,Canada
OkG0yUMB,-87.21691,30.421309,Pensacola FL,United States
GSkY9BQJ,16.548433,38.687973,Soverato,Italy
pCZBrhmT,-80.24817,43.544804,Guelph,Canada
rVBOOquB,7.8889437,54.18033,Helgoland,Germany
kCPeb6ls,7.7521114,48.573406,Strasbourg,France
mkvihzK1,0.290874,49.10762,Le Mesnil-Guillaume,France
_N9V7KI-,0.380774,49.7556,Fécamp,France
V29cQcf9,56.4944,23.235924,Ibri,Oman
r6FGsHHu,-47.52477,-23.210384,Porto Feliz SP,Brazil
tf0S4EWr,-114.62769,32.69265,Yuma AZ,United States
vAEx9qJO,9.183646,39.24135,Quartu Sant'Elena,Italy
Pd6o1G3O,2.229632,48.98601,Franconville,France
CHdqneKj,-76.61219,39.290386,Baltimore MD,United States
KpcFRhGb,16.440193,43.508133,Split,Croatia
x5L9oh6p,2.570433,42.73508,Caramany,France
m7ByzZTO,-74.48849,40.497604,Franklin Township NJ,United States
4I_gWhjg,2.3872025,48.655212,Grigny,France
8rJnOb5D,-83.35757,33.951935,Athens GA,United States
M9864m7M,-82.210686,36.34872,Elizabethton TN,United States
5IKrvQKq,12.665491,41.45773,Nettuno,Italy
LcFe50w8,174.734,-37.247944,Waiuku,New Zealand
AmVT2H3r,-79.50828,43.837208,Vaughan,Canada
naHy0BSl,-112.73019,33.969765,Wickenburg AZ,United States
bXizVMNq,-45.42627,-20.464977,Formiga MG,Brazil
ioLisuAk,9.396347,56.452026,Viborg,Denmark
TGitfWkN,34.853195,32.321457,Netanya,Israel
jWHP1df1,-113.39097,51.042313,Strathmore,Canada
BP5dzw51,-77.71999,39.64176,Hagerstown MD,United States
n2txBgpV,4.11281,50.9084,Affligem,Belgium
FR6BCFOz,1.175,43.1267,Sainte-Croix-Volvestre,France
D8QF1xcY,-80.35822,27.273048,Port St. Lucie FL,United States
QBD4e2Le,9.546913,47.377464,Altstätten,Switzerland
n42wLJaI,-68.21468,-16.500093,El Alto,Bolivia
wF7zy9ey,6.7468085,52.158478,Haaksbergen,Netherlands
LZHE8dC0,-42.80376,-5.092011,Teresina PI,Brazil
JWDSPq96,4.762197,49.83835,Joigny-sur-Meuse,France
aEQTJ7o1,-1.822817,53.925488,Ilkley,United Kingdom
NCzBvLcQ,-75.37881,37.933178,Chincoteague VA,United States
Ub7Hu8zt,5.928,43.12423,Toulon,France
aQ9rLTRA,-78.89862,35.994034,Durham NC,United States
XNABIE6J,-116.1739,33.6803,Coachella CA,United States
0cO3GD_o,1.065343,47.79255,Vendôme,France
Ah44VSQw,-76.96667,-6.033333,Moyobamba,Peru
IcUITJhG,6.033711,50.629204,Eupen,Belgium
ai4gFABB,-73.45291,44.699486,Plattsburgh NY,United States
YV9iOSCg,19.83355,45.267136,Novi Sad,Serbia
8CiCOaBe,-72.502625,41.575775,East Hampton CT,United States
Ggf7UvXQ,-8.653754,40.640507,Aveiro,Portugal
wQrrIvDr,4.17385,51.762325,Middelharnis,Netherlands
xq6aU3rB,-64.188774,-31.420084,Córdoba,Argentina
PYvuBHYx,-64.21672,45.816666,Amherst,Canada
BhUb2Puv,11.02988,50.984768,Erfurt,Germany
whJprCUe,-3.029043,51.686096,Griffithstown,United Kingdom
NDw0IegC,6.670325,53.58766,Borkum,Germany
7vLZizmW,-2.0474808,53.883465,Cowling,United Kingdom
BQVbZMYx,10.68656,53.865467,Lübeck,Germany
FTVUPGHB,-0.137163,50.82253,Brighton,United Kingdom
fcQzDWjP,17.163223,40.879223,Castellana Grotte,Italy
auD6GpIx,25.601198,45.657974,Brașov,Romania
LFehyk3J,-51.37385,-29.590473,São Sebastião do Caí RS,Brazil
6t1sKfuZ,13.05501,47.80949,Salzburg,Austria
MfAEzsqv,8.739391,50.367268,Bad Nauheim,Germany
y6HnXreK,-1.4780141,53.694016,Wakefield,United Kingdom
8sr1pW9m,17.674475,45.33148,Požega,Croatia
fd7s5j3X,4.4500093,52.23999,Noordwijk,Netherlands
FvjSadAL,-72.06827,-45.571224,Coyhaique,Chile
ggHSZevL,-52.37811,-24.043655,Campo Mourão PR,Brazil
l63hI2ds,-1.291633,50.7008,Newport,United Kingdom
3xVw3888,-88.81395,35.614517,Jackson TN,United States
8sNco2wU,9.987608,48.40108,Ulm,Germany
VN2kXF1W,13.5114975,59.40218,Karlstad,Sweden
pEICiP4A,-65.9943,45.388824,Rothesay,Canada
WhPWxwrD,79.89128,6.7880707,Moratuwa,Sri Lanka
iA4KXswx,-78.85029,35.73265,Apex NC,United States
VFyKPYqY,10.991622,45.438385,Verona,Italy
FShfaBOZ,87.91877,22.278784,Tamluk,India
oM8bN9DO,8.622161,45.44693,Novara,Italy
axJ7kvcU,-8.632141,39.916775,Pombal,Portugal
8iZWhwJj,45.31816,2.0469344,Mogadishu,Somalia
oFfn0QD1,-118.072845,34.080566,Rosemead CA,United States
lCYQZsjD,113.66497,-24.872438,Carnarvon,Australia
P5Zw9OK1,16.29831,38.269367,Siderno,Italy
-9nFldAw,7.8731346,49.844017,Bad Kreuznach,Germany
ncV3FjEI,56.595287,24.50684,Liwa,Oman
vGsQDGqW,-1.880769,50.719166,Bournemouth,United Kingdom
BolgITFa,174.76334,-36.84846,Auckland,New Zealand
0ndtBE34,2.3767762,51.034367,Dunkirk,France
o7qcngj1,5.853325,51.783287,Malden,Netherlands
PAqaf0X4,-121.65439,37.1305,Morgan Hill CA,United States
DRAGDKFV,4.548581,51.85151,Barendrecht,Netherlands
Ex3LR1xR,106.8106,-6.2614927,South Jakarta,Indonesia
8s7Hqmt1,-73.24364,10.474245,Valledupar,Colombia
CRVDk8z6,149.12868,-35.282,Canberra,Australia
fT6bSObD,-50.12752,-29.975939,Imbé RS,Brazil
IQJFCpBj,5.979499,50.888176,Heerlen,Netherlands
x8Q8NHAD,-91.39294,44.936905,Chippewa Falls WI,United States
BFZdTKGw,-87.657585,44.088608,Manitowoc WI,United States
Rl8JdqIj,7.776057,43.815968,Sanremo,Italy
6T2KBvVH,41.0034,50.42032,Kalach,Russia
hz9pJBQ6,-85.616356,34.845634,Higdon AL,United States
E0LCmyFy,-89.01872,42.68279,Janesville WI,United States
3tDqhsSX,114.93982,4.9030523,Bandar Seri Begawan,Brunei
KUk4oTtN,-4.7793837,37.888176,Córdoba,Spain
cRU58MqO,-85.0452,30.44353,Blountstown FL,United States
n7Zw3BUx,-49.571068,-18.686686,Capinópolis MG,Brazil
rGwsr16k,14.950737,37.87788,Randazzo,Italy
Tk6eryiX,9.298131,45.492,Segrate,Italy
BmfS71qY,-70.742325,-33.730938,Buin,Chile
S4SShINn,-119.283844,50.700104,Salmon Arm,Canada
Gy5RVzAX,-96.7898,46.877186,Fargo ND,United States
6506vNSm,-89.332596,15.530777,El Estor,Guatemala
qt1JG5zW,-86.87861,40.41722,Lafayette IN,United States
cSij9LNa,-77.54248,36.68598,Emporia VA,United States
SwFSDOXS,-125.90662,49.152985,Tofino,Canada
UbjoMy1h,-0.100481,38.575397,l'Alfàs del Pi,Spain
VSn2EEOT,12.6195965,43.0707,Assisi,Italy
1QiVzrh2,-73.47142,5.006385,Guateque,Colombia
9MiVg4UY,-99.73315,32.44874,Abilene TX,United States
Uykvm4UL,18.71848,-33.465496,Malmesbury,South Africa
7y5IDMvr,-41.509075,-17.859997,Teófilo Otoni MG,Brazil
IWSK7dMB,-122.20208,47.978985,Everett WA,United States
2ImieOUs,26.557274,39.10674,Mitilini,Greece
RAusoM3v,5.6909723,50.851368,Maastricht,Netherlands
GDnbHnuL,15.414839,45.26024,Mrežnica,Croatia
QmbCFLGR,-1.890401,52.486244,Birmingham,United Kingdom
jT2ohYqp,17.872074,52.287266,Słupca,Poland
toz64GWE,4.419946,44.01211,Uzès,France
q8MHKXUP,-81.24318,42.98695,London,Canada
RuZkTnmB,-88.26092,42.278633,Prairie Grove IL,United States
vX7tn194,-97.79726,32.759296,Weatherford TX,United States
8CcxvEEw,37.80285,48.015884,Donetsk,Ukraine
HbvdB0r8,12.98555,49.015823,Patersdorf,Germany
j85HNau0,-109.54984,38.573315,Moab UT,United States
oJRZFBch,4.154441,51.155884,Sint-Niklaas,Belgium
WV6e8k8I,-1.489076,60.4764,Hillswick,United Kingdom
f3EPzJT1,-40.294952,-20.347782,Vila Velha ES,Brazil
ZhslbOt3,150.51244,-24.402534,Biloela,Australia
TD6O8oyz,-78.00971,35.645435,Lucama NC,United States
EjKu1Pgi,-119.28446,46.28569,Richland WA,United States
LEeRAsNy,-48.57555,-22.30275,Jaú SP,Brazil
b8sxhfvu,-39.27842,-14.788033,Itabuna BA,Brazil
viQpgDsB,35.21371,31.768318,Jerusalem,Israel
n8u9zQyL,-2.932931,54.89247,Carlisle,United Kingdom
28SHimVW,73.94701,18.50096,Pune,India
goHgyeNM,6.9827337,52.927483,Tweede Exloërmond,Netherlands
sjgG8GRV,27.601442,47.158455,Iași,Romania
0vnYQAg1,-86.80249,33.52066,Birmingham AL,United States
zUUF6lpA,-71.80229,42.262592,Worcester MA,United States
GFmM74fI,16.098349,38.675777,Vibo Valentia,Italy
vaQaoZHq,32.015186,59.446053,Kirishi,Russia
JG9Wr6sM,4.6395054,51.842396,Hendrik-Ido-Ambacht,Netherlands
0Mj4E6Hq,-89.953156,38.811436,Edwardsville IL,United States
EBStkPJx,57.904892,23.683743,Barka,Oman
UBzUwEay,-71.06017,19.814863,Villa Isabela,Dominican Republic
CvHvgCkW,30.987846,52.441177,Gomel,Belarus
WkjOymO3,9.467268,0.4161976,Libreville,Gabon
CNYL5wm7,-91.437386,38.704212,Hermann MO,United States
